日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
102/04/01,"16,374,716","1,657,592,413",101.00,102.00,100.50,101.00,+0.50,"4,450"
102/04/02,"22,334,113","2,242,499,100",100.50,101.00,99.80,100.50,-0.50,"6,500"
102/04/03,"27,097,381","2,731,161,500",101.50,101.50,100.00,100.50,0.00,"6,886"
102/04/08,"58,367,917","5,768,632,279",99.00,99.50,98.50,98.50,-2.00,"11,496"
102/04/09,"41,316,418","4,045,349,536",98.00,98.50,97.50,97.50,-1.00,"10,389"
102/04/10,"36,746,778","3,604,766,222",98.80,98.80,97.70,98.30,+0.80,"7,197"
102/04/11,"57,867,486","5,799,700,086",99.00,101.50,98.80,101.50,+3.20,"12,430"
102/04/12,"19,568,004","1,968,624,772",101.50,101.50,100.00,100.50,-1.00,"5,602"
102/04/15,"23,440,616","2,343,267,705",100.50,101.00,99.10,99.40,-1.10,"6,275"
102/04/16,"35,918,924","3,576,311,040",98.20,101.00,98.20,100.50,+1.10,"8,309"
102/04/17,"35,897,101","3,598,786,346",101.50,101.50,99.70,100.00,-0.50,"7,663"
102/04/18,"33,083,804","3,316,064,572",100.00,101.00,99.40,99.90,-0.10,"7,209"
102/04/19,"66,950,314","7,110,036,743",105.50,106.50,105.50,106.50,+6.60,"15,197"
102/04/22,"72,502,228","7,859,371,624",108.50,109.50,107.50,108.50,+2.00,"16,146"
102/04/23,"46,146,072","4,903,358,892",106.50,107.50,105.50,106.00,-2.50,"10,405"
102/04/24,"35,495,750","3,753,132,000",106.50,107.00,104.50,106.00,0.00,"10,908"
102/04/25,"26,287,666","2,792,181,370",106.00,107.00,105.50,107.00,+1.00,"7,044"
102/04/26,"36,776,724","3,975,714,992",107.00,109.00,107.00,108.50,+1.50,"11,735"
102/04/29,"21,092,377","2,279,129,984",108.50,108.50,107.50,108.00,-0.50,"6,502"
102/04/30,"34,612,725","3,772,841,445",108.50,109.50,108.50,109.50,+1.50,"10,732"
