日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
111/03/01,"70,303,880","42,445,208,215",599.00,610.00,599.00,604.00,0.00,"67,439"
111/03/02,"42,428,151","25,528,700,277",601.00,605.00,600.00,601.00,-3.00,"58,916"
111/03/03,"37,103,932","22,373,890,387",603.00,607.00,601.00,602.00,+1.00,"65,410"
111/03/04,"65,235,167","38,833,099,256",595.00,597.00,592.00,595.00,-7.00,"206,731"
111/03/07,"97,167,600","56,147,025,127",580.00,581.00,575.00,576.00,-19.00,"297,917"
111/03/08,"88,371,413","49,908,147,901",561.00,570.00,561.00,563.00,-13.00,"269,695"
111/03/09,"57,512,412","32,761,408,119",567.00,573.00,567.00,568.00,+5.00,"112,422"
111/03/10,"49,092,145","28,798,814,637",585.00,589.00,582.00,587.00,+19.00,"71,569"
111/03/11,"42,981,381","24,820,833,930",581.00,582.00,574.00,575.00,-12.00,"112,158"
111/03/14,"38,562,552","22,131,365,409",574.00,577.00,572.00,572.00,-3.00,"87,337"
111/03/15,"84,338,792","47,191,728,965",562.00,563.00,558.00,558.00,-14.00,"277,901"
111/03/16,"50,764,807","28,345,633,852",564.00,565.00,555.00,558.00,X0.00,"110,732"
111/03/17,"65,820,899","38,121,960,334",578.00,583.00,575.00,582.00,+24.00,"65,468"
111/03/18,"49,583,448","28,771,454,221",582.00,582.00,576.00,581.00,-1.00,"39,576"
111/03/21,"22,800,165","13,363,354,969",583.00,589.00,583.00,586.00,+5.00,"32,617"
111/03/22,"23,421,124","13,613,967,252",577.00,586.00,577.00,583.00,-3.00,"27,371"
111/03/23,"27,475,008","16,177,424,772",590.00,590.00,586.00,590.00,+7.00,"30,970"
111/03/24,"20,769,676","12,232,627,003",587.00,592.00,585.00,591.00,+1.00,"21,647"
111/03/25,"26,794,684","15,984,831,591",597.00,598.00,595.00,598.00,+7.00,"29,896"
111/03/28,"27,954,730","16,298,449,416",581.00,586.00,580.00,584.00,-14.00,"54,537"
111/03/29,"15,742,359","9,243,985,774",586.00,589.00,584.00,589.00,+5.00,"21,222"
111/03/30,"43,256,548","25,908,489,513",599.00,600.00,597.00,600.00,+11.00,"48,535"
111/03/31,"25,130,417","15,014,260,610",602.00,602.00,594.00,597.00,-3.00,"18,860"
