日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
110/05/03,"46,801,189","27,676,378,065",595.00,597.00,588.00,588.00,-12.00,"104,468"
110/05/04,"45,507,479","26,756,714,081",588.00,594.00,582.00,591.00,+3.00,"69,833"
110/05/05,"31,786,592","18,603,594,408",594.00,594.00,585.00,585.00,-6.00,"52,496"
110/05/06,"33,165,446","19,405,281,385",590.00,590.00,580.00,587.00,+2.00,"69,578"
110/05/07,"28,719,597","17,131,817,777",594.00,600.00,589.00,599.00,+12.00,"30,063"
110/05/10,"21,365,583","12,626,811,276",596.00,597.00,588.00,589.00,-10.00,"43,154"
110/05/11,"66,035,839","37,939,364,597",579.00,580.00,570.00,571.00,-18.00,"184,838"
110/05/12,"138,328,672","76,325,765,887",567.00,571.00,518.00,560.00,-11.00,"223,058"
110/05/13,"71,519,430","39,495,488,180",547.00,563.00,541.00,547.00,-13.00,"105,026"
110/05/14,"38,625,148","21,474,513,930",556.00,562.00,552.00,557.00,+10.00,"52,919"
110/05/17,"58,446,847","32,066,868,553",544.00,558.00,541.00,549.00,-8.00,"76,808"
110/05/18,"44,584,258","25,226,153,189",563.00,573.00,555.00,572.00,+23.00,"52,152"
110/05/19,"29,610,174","16,832,735,286",571.00,572.00,565.00,567.00,-5.00,"34,443"
110/05/20,"36,605,692","20,670,883,290",567.00,571.00,560.00,567.00,0.00,"32,301"
110/05/21,"28,009,899","16,016,851,343",572.00,577.00,568.00,573.00,+6.00,"27,050"
110/05/24,"15,981,036","9,090,836,697",570.00,572.00,566.00,568.00,-5.00,"20,189"
110/05/25,"35,445,350","20,525,932,956",576.00,584.00,573.00,583.00,+15.00,"39,032"
110/05/26,"19,555,305","11,433,686,898",587.00,588.00,581.00,585.00,+2.00,"21,034"
110/05/27,"70,061,002","40,643,804,852",580.00,582.00,573.00,582.00,-3.00,"37,545"
110/05/28,"30,720,737","18,082,265,480",587.00,592.00,582.00,590.00,+8.00,"31,581"
110/05/31,"31,557,426","18,751,716,595",595.00,597.00,590.00,597.00,+7.00,"29,798"
