日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
104/10/01,"53,400,609","7,046,980,737",131.00,134.00,129.50,133.50,+3.50,"15,465"
104/10/02,"25,252,357","3,337,391,624",132.50,132.50,131.50,132.00,-1.50,"7,698"
104/10/05,"30,895,136","4,096,025,572",133.00,133.50,131.50,132.50,+0.50,"9,279"
104/10/06,"49,925,004","6,677,173,341",135.00,135.50,132.50,133.00,+0.50,"13,880"
104/10/07,"32,541,468","4,380,090,918",133.50,135.00,133.00,135.00,+2.00,"9,911"
104/10/08,"32,054,985","4,365,954,735",137.00,137.00,135.00,136.00,+1.00,"11,299"
104/10/12,"51,617,728","7,125,126,614",137.00,139.00,136.50,138.50,+2.50,"13,186"
104/10/13,"37,227,089","5,105,783,075",138.50,138.50,136.00,137.50,-1.00,"11,289"
104/10/14,"65,521,186","8,795,254,492",136.50,137.50,136.00,136.50,-1.00,"5,612"
104/10/15,"73,316,434","10,255,043,760",139.00,141.00,139.00,140.00,+3.50,"18,548"
104/10/16,"37,189,898","5,091,352,293",137.00,137.50,136.00,137.50,-2.50,"16,088"
104/10/19,"26,173,538","3,606,826,449",138.50,139.00,137.00,138.00,+0.50,"9,085"
104/10/20,"28,795,564","3,984,111,090",139.00,139.00,137.50,139.00,+1.00,"8,838"
104/10/21,"20,006,939","2,770,902,949",139.50,140.00,137.50,138.50,-0.50,"7,624"
104/10/22,"15,168,792","2,089,852,382",138.00,138.50,137.00,137.50,-1.00,"4,864"
104/10/23,"35,666,256","4,984,092,182",140.00,140.50,139.00,140.00,+2.50,"13,889"
104/10/26,"24,412,462","3,416,504,880",140.50,140.50,139.00,140.00,0.00,"8,837"
104/10/27,"26,557,567","3,679,734,913",138.50,140.00,137.50,139.00,-1.00,"6,719"
104/10/28,"22,557,317","3,104,131,564",137.00,139.00,137.00,138.00,-1.00,"7,911"
104/10/29,"20,463,741","2,815,951,517",139.00,139.50,136.50,136.50,-1.50,"6,452"
104/10/30,"28,293,017","3,870,125,863",137.00,137.50,136.00,136.50,0.00,"6,840"
