日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
104/08/03,"33,815,561","4,581,161,735",138.50,138.50,134.50,134.50,-5.00,"12,990"
104/08/04,"27,514,927","3,727,032,372",135.00,136.50,134.50,136.50,+2.00,"8,099"
104/08/05,"28,577,967","3,847,991,545",135.50,135.50,134.00,134.00,-2.50,"9,154"
104/08/06,"39,658,057","5,305,805,578",136.00,136.00,132.00,134.00,0.00,"13,110"
104/08/07,"30,591,687","4,053,463,871",133.00,133.50,131.50,133.00,-1.00,"11,911"
104/08/10,"65,582,829","8,428,219,770",131.00,131.00,125.50,129.00,-4.00,"23,713"
104/08/11,"65,988,387","8,701,858,164",133.50,133.50,130.50,130.50,+1.50,"18,947"
104/08/12,"45,838,052","5,897,521,548",129.50,130.00,127.50,128.50,-2.00,"12,740"
104/08/13,"43,697,151","5,611,218,672",129.00,130.00,127.50,128.00,-0.50,"11,405"
104/08/14,"40,366,795","5,093,780,530",128.00,128.50,125.00,126.00,-2.00,"13,469"
104/08/17,"38,956,377","4,826,111,748",125.50,125.50,123.00,124.00,-2.00,"14,068"
104/08/18,"41,823,656","5,252,723,656",125.00,126.50,125.00,126.00,+2.00,"11,837"
104/08/19,"47,213,363","5,917,827,915",127.50,127.50,124.00,125.00,-1.00,"11,362"
104/08/20,"38,767,923","4,841,207,748",124.50,126.00,123.50,126.00,+1.00,"8,015"
104/08/21,"67,341,681","8,241,493,111",123.00,124.50,121.00,121.00,-5.00,"15,912"
104/08/24,"118,882,318","13,766,338,730",120.00,121.00,112.50,115.00,-6.00,"25,681"
104/08/25,"99,479,290","12,096,689,497",118.00,124.00,117.50,123.50,+8.50,"27,240"
104/08/26,"65,899,783","8,066,184,686",121.00,124.50,119.50,122.50,-1.00,"17,863"
104/08/27,"53,549,076","6,648,501,174",125.00,125.00,122.00,124.00,+1.50,"14,964"
104/08/28,"41,879,827","5,251,054,885",127.00,127.00,124.50,125.00,+1.00,"12,018"
104/08/31,"57,088,355","7,220,131,440",126.00,129.00,123.50,129.00,+4.00,"12,112"
