日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
100/12/01,"78,593,221","5,997,369,796",75.50,76.60,75.50,76.60,+2.00,"20,515"
100/12/02,"35,343,298","2,686,345,783",76.60,76.80,75.40,76.00,-0.60,"7,764"
100/12/05,"30,150,720","2,288,353,890",76.00,76.30,75.40,76.30,+0.30,"6,148"
100/12/06,"43,140,275","3,269,855,525",76.30,76.30,75.30,75.40,-0.90,"9,266"
100/12/07,"40,912,767","3,116,217,742",76.50,76.50,75.40,76.40,+1.00,"9,864"
100/12/08,"31,710,593","2,402,903,359",76.70,76.70,75.30,76.30,-0.10,"7,786"
100/12/09,"42,027,756","3,130,202,061",76.00,76.00,73.50,74.10,-2.20,"12,223"
100/12/12,"28,589,597","2,132,391,336",75.10,75.20,74.10,75.00,+0.90,"5,981"
100/12/13,"31,354,392","2,336,178,062",73.70,75.20,73.70,75.20,+0.20,"7,333"
100/12/14,"29,240,577","2,175,048,720",75.10,75.10,73.90,74.50,-0.70,"6,635"
100/12/15,"36,001,877","2,631,665,133",74.10,74.10,72.50,72.50,-2.00,"10,505"
100/12/16,"22,604,586","1,648,284,768",72.80,73.40,72.50,72.70,+0.20,"5,599"
100/12/19,"24,542,073","1,775,484,260",73.50,73.50,72.00,72.50,-0.20,"7,852"
100/12/20,"27,359,115","1,980,397,308",72.90,72.90,72.00,72.80,+0.30,"8,626"
100/12/21,"54,091,089","4,064,703,745",74.90,76.00,74.10,76.00,+3.20,"15,782"
100/12/22,"26,771,315","2,005,803,811",75.30,75.50,74.40,75.00,-1.00,"7,111"
100/12/23,"30,276,612","2,273,984,483",75.80,75.80,74.60,75.40,+0.40,"7,643"
100/12/26,"11,335,056","851,319,000",75.40,75.50,74.70,75.00,-0.40,"2,995"
100/12/27,"14,641,772","1,099,512,292",74.80,75.50,74.70,75.50,+0.50,"3,813"
100/12/28,"20,046,858","1,508,958,177",75.30,75.70,74.90,75.70,+0.20,"4,774"
100/12/29,"24,790,952","1,874,608,832",75.40,75.90,75.20,75.80,+0.10,"5,434"
100/12/30,"32,283,770","2,438,168,207",75.70,75.90,74.90,75.80,0.00,"5,458"
