日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
105/03/01,"44,046,047","6,637,110,793",148.50,152.00,148.50,152.00,+3.00,"12,003"
105/03/02,"36,101,650","5,548,587,572",154.00,154.50,153.00,153.00,+1.00,"11,075"
105/03/03,"28,867,121","4,438,187,013",154.00,154.50,153.00,154.00,+1.00,"10,112"
105/03/04,"37,794,356","5,763,190,355",153.00,153.50,151.50,152.50,-1.50,"10,724"
105/03/07,"24,052,580","3,655,841,160",152.50,153.50,151.00,152.00,-0.50,"7,324"
105/03/08,"40,643,284","6,126,859,884",151.00,152.00,149.50,152.00,0.00,"13,764"
105/03/09,"24,634,641","3,739,057,432",152.00,153.00,150.50,153.00,+1.00,"9,423"
105/03/10,"31,343,947","4,806,652,328",153.00,154.50,151.50,154.50,+1.50,"10,930"
105/03/11,"31,297,178","4,837,597,155",154.50,155.00,153.00,155.00,+0.50,"11,727"
105/03/14,"32,987,563","5,161,781,768",156.50,157.50,155.50,156.00,+1.00,"11,927"
105/03/15,"29,437,607","4,559,507,978",155.00,156.50,153.00,154.50,-1.50,"12,260"
105/03/16,"31,126,817","4,833,620,497",155.50,156.00,154.00,156.00,+1.50,"9,853"
105/03/17,"52,228,954","8,305,206,845",159.50,160.00,157.50,158.50,+2.50,"14,989"
105/03/18,"57,866,711","9,212,470,709",158.50,159.50,158.50,159.50,+1.00,"12,106"
105/03/21,"27,687,094","4,409,309,006",160.00,160.00,158.00,160.00,+0.50,"9,380"
105/03/22,"29,303,958","4,629,935,904",159.50,159.50,157.00,158.50,-1.50,"11,945"
105/03/23,"29,439,666","4,683,223,247",158.50,159.50,158.00,159.50,+1.00,"8,670"
105/03/24,"25,198,949","3,975,166,192",158.00,159.00,157.00,158.50,-1.00,"8,841"
105/03/25,"10,970,033","1,727,600,287",158.50,159.00,157.00,158.00,-0.50,"5,593"
105/03/28,"15,857,144","2,513,686,562",158.00,159.00,157.00,159.00,+1.00,"6,212"
105/03/29,"19,152,246","3,039,163,868",158.50,159.50,158.00,159.00,0.00,"7,098"
105/03/30,"46,113,332","7,394,950,933",158.50,162.00,158.50,161.50,+2.50,"14,484"
105/03/31,"54,094,182","8,719,278,002",162.00,163.00,159.00,162.00,+0.50,"14,511"
