日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
100/07/01,"41,924,811","3,041,361,758",72.20,73.00,72.00,72.80,+0.60,"9,108"
100/07/04,"44,330,249","3,265,852,793",73.90,73.90,73.10,73.50,+0.70,"10,247"
100/07/05,"39,009,290","2,839,150,300",73.20,73.30,72.40,73.20,-0.30,"6,807"
100/07/06,"43,443,966","3,169,242,267",73.20,73.40,72.50,72.80,-0.40,"6,816"
100/07/07,"47,743,268","3,429,527,818",72.10,72.30,71.50,71.60,-1.20,"12,693"
100/07/08,"52,961,930","3,838,413,159",72.10,72.80,72.00,72.50,+0.90,"8,251"
100/07/11,"52,112,506","3,701,064,900",72.60,72.60,70.20,71.30,-1.20,"12,078"
100/07/12,"40,008,149","2,818,009,872",70.60,70.80,70.10,70.30,-1.00,"8,940"
100/07/13,"69,109,535","4,966,551,927",70.50,72.50,70.10,72.20,+1.90,"19,813"
100/07/14,"54,411,654","3,845,784,434",70.50,71.40,70.10,70.70,-1.50,"13,982"
100/07/15,"89,121,604","6,223,266,856",70.00,70.20,69.50,69.90,-0.80,"20,328"
100/07/18,"37,965,672","2,648,614,211",69.70,70.20,69.40,69.70,-0.20,"7,786"
100/07/19,"57,459,752","3,960,351,788",69.60,69.80,68.50,68.50,-1.20,"16,242"
100/07/20,"58,272,255","4,121,417,467",69.70,71.70,69.40,71.60,+3.10,"18,930"
100/07/21,"33,277,022","2,364,484,248",71.40,71.60,70.60,71.60,0.00,"8,282"
100/07/22,"38,243,895","2,758,712,171",72.40,72.40,71.70,72.00,+0.40,"10,571"
100/07/25,"34,963,097","2,517,386,855",72.40,72.50,71.40,72.00,0.00,"6,909"
100/07/26,"53,159,077","3,880,977,197",72.30,73.70,72.30,73.70,+1.70,"14,102"
100/07/27,"45,636,420","3,357,642,111",73.70,73.90,73.00,73.40,-0.30,"7,358"
100/07/28,"33,720,583","2,458,820,782",72.80,73.40,72.30,73.00,-0.40,"7,741"
100/07/29,"60,692,921","4,363,332,512",71.80,72.40,71.30,72.00,-1.00,"11,402"
