日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
103/09/01,"37,523,903","4,781,100,964",125.00,128.50,125.00,128.50,+4.50,"13,072"
103/09/02,"20,057,329","2,537,914,440",128.00,128.00,125.50,126.00,-2.50,"6,797"
103/09/03,"24,642,146","3,130,801,079",127.00,128.00,125.50,128.00,+2.00,"7,148"
103/09/04,"22,110,294","2,807,139,114",128.00,128.00,126.00,127.50,-0.50,"6,492"
103/09/05,"20,128,089","2,547,458,803",128.50,128.50,125.50,127.00,-0.50,"6,377"
103/09/09,"24,359,374","3,094,467,478",127.50,127.50,126.50,127.00,0.00,"5,122"
103/09/10,"29,718,910","3,704,045,310",126.00,126.00,124.00,125.00,-2.00,"9,929"
103/09/11,"24,328,911","3,053,093,835",126.00,126.00,125.00,125.00,0.00,"9,292"
103/09/12,"20,299,517","2,511,970,309",124.50,125.00,123.00,123.00,-2.00,"7,012"
103/09/15,"19,643,901","2,412,393,245",122.50,123.50,122.00,123.50,+0.50,"5,926"
103/09/16,"19,248,402","2,362,531,446",123.00,123.00,122.00,122.50,-1.00,"4,550"
103/09/17,"24,018,511","2,981,376,096",123.50,125.00,123.00,124.50,+2.00,"6,056"
103/09/18,"14,791,473","1,842,073,367",124.50,125.00,123.50,125.00,+0.50,"3,768"
103/09/19,"30,781,855","3,855,838,875",125.50,126.00,125.00,125.00,0.00,"6,541"
103/09/22,"40,658,970","4,980,563,150",124.00,124.00,122.00,122.00,-3.00,"12,386"
103/09/23,"16,208,733","1,988,554,659",123.00,123.50,122.00,122.50,+0.50,"4,520"
103/09/24,"28,552,866","3,506,255,498",122.00,124.00,122.00,123.00,+0.50,"8,362"
103/09/25,"23,840,728","2,918,138,416",123.00,124.00,121.50,122.00,-1.00,"7,472"
103/09/26,"25,408,337","3,076,869,614",121.00,121.50,120.50,121.00,-1.00,"7,565"
103/09/29,"55,071,604","6,646,680,084",122.00,122.00,120.00,120.50,-0.50,"8,787"
103/09/30,"52,027,003","6,244,964,032",120.00,121.00,119.00,120.00,-0.50,"10,098"
