日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
100/10/03,"33,968,944","2,335,511,516",70.00,70.00,68.10,68.60,-1.40,"9,483"
100/10/04,"36,568,490","2,540,121,034",70.00,70.00,68.20,69.10,+0.50,"10,442"
100/10/05,"36,349,687","2,511,002,772",68.90,69.70,68.70,69.10,0.00,"6,327"
100/10/06,"57,263,562","3,968,213,591",69.70,69.90,68.70,69.00,-0.10,"8,736"
100/10/07,"47,924,012","3,315,263,468",69.50,69.60,68.70,69.10,+0.10,"9,249"
100/10/11,"55,726,870","3,900,409,882",70.00,70.40,69.60,70.00,+0.90,"9,755"
100/10/12,"41,639,259","2,916,679,839",70.50,70.50,69.60,70.40,+0.40,"7,736"
100/10/13,"58,476,748","4,072,375,476",69.80,70.40,68.80,70.40,0.00,"13,891"
100/10/14,"38,790,537","2,722,706,423",70.80,70.80,69.90,70.30,-0.10,"7,268"
100/10/17,"39,053,573","2,767,783,320",70.80,71.10,70.50,71.10,+0.80,"8,936"
100/10/18,"25,859,669","1,820,847,546",70.10,70.70,70.00,70.70,-0.40,"5,105"
100/10/19,"32,281,304","2,287,371,660",71.00,71.10,70.20,71.10,+0.40,"7,991"
100/10/20,"27,287,389","1,909,738,390",70.50,70.70,69.60,69.70,-1.40,"6,973"
100/10/21,"17,965,963","1,257,984,550",70.70,70.70,69.60,70.30,+0.60,"4,929"
100/10/24,"50,146,184","3,590,883,240",71.20,71.90,71.20,71.70,+1.40,"12,332"
100/10/25,"43,178,880","3,087,980,523",71.80,72.00,71.00,71.50,-0.20,"8,795"
100/10/26,"25,727,121","1,843,564,309",71.40,72.00,71.10,71.90,+0.40,"6,368"
100/10/27,"39,438,225","2,832,114,496",72.00,72.20,71.40,71.90,0.00,"7,592"
100/10/28,"93,382,868","6,828,823,471",73.50,74.00,72.10,73.10,+1.20,"20,209"
100/10/31,"46,791,993","3,438,295,187",73.50,73.80,73.10,73.60,+0.50,"9,244"
