日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
108/03/04,"45,164,513","10,691,130,829",239.50,239.50,234.50,235.50,-3.50,"13,323"
108/03/05,"23,708,407","5,533,050,748",234.00,234.50,232.50,233.00,-2.50,"8,706"
108/03/06,"20,811,226","4,872,352,124",235.00,235.50,233.50,234.00,+1.00,"7,090"
108/03/07,"17,226,192","4,029,782,428",235.00,235.00,233.00,234.00,0.00,"5,768"
108/03/08,"22,535,659","5,183,171,608",231.00,231.50,229.00,230.00,-4.00,"8,931"
108/03/11,"34,282,793","7,835,079,913",228.00,230.50,227.50,230.50,+0.50,"7,451"
108/03/12,"23,839,972","5,601,351,324",233.00,237.00,232.50,235.50,+5.00,"9,253"
108/03/13,"22,493,195","5,308,051,755",234.00,237.00,234.00,237.00,+1.50,"6,269"
108/03/14,"17,281,356","4,077,045,380",239.00,239.00,234.00,234.50,-2.50,"6,564"
108/03/15,"34,542,729","8,231,572,752",237.00,239.50,235.50,239.00,+4.50,"8,872"
108/03/18,"27,040,532","6,493,129,050",239.50,241.00,239.00,241.00,+2.00,"10,690"
108/03/19,"14,620,009","3,496,720,720",239.00,240.50,238.00,240.50,-0.50,"7,105"
108/03/20,"23,055,971","5,563,557,011",242.00,242.00,239.50,242.00,+1.50,"6,757"
108/03/21,"27,514,502","6,710,510,004",242.50,245.50,241.00,245.50,+3.50,"11,071"
108/03/22,"22,996,467","5,680,726,299",248.00,248.50,244.50,248.50,+3.00,"10,485"
108/03/25,"19,273,254","4,662,705,968",240.50,243.50,240.50,241.50,-7.00,"8,468"
108/03/26,"21,053,170","5,109,273,236",243.00,244.00,241.00,244.00,+2.50,"6,630"
108/03/27,"23,622,089","5,703,467,700",242.00,242.50,240.50,241.50,-2.50,"7,603"
108/03/28,"13,998,054","3,379,510,718",240.50,242.50,240.00,242.00,+0.50,"3,948"
108/03/29,"31,024,810","7,568,601,014",243.00,245.50,240.50,245.50,+3.50,"6,712"
