日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
111/10/03,"38,354,967","16,068,149,231",418.50,424.50,416.50,417.00,-5.00,"70,127"
111/10/04,"42,455,417","18,225,995,343",429.50,432.00,427.00,429.00,+12.00,"31,696"
111/10/05,"48,321,335","21,583,755,745",444.50,451.00,442.00,445.00,+16.00,"51,865"
111/10/06,"30,750,331","13,821,382,520",450.50,451.00,447.00,451.00,+6.00,"24,907"
111/10/07,"32,872,044","14,505,036,044",448.50,448.50,437.00,438.00,-13.00,"45,112"
111/10/11,"109,842,903","44,572,345,642",408.00,412.50,401.00,401.50,-36.50,"210,614"
111/10/12,"64,138,351","25,536,098,386",397.00,400.00,395.50,397.50,-4.00,"114,055"
111/10/13,"43,158,592","17,239,718,998",400.50,403.00,395.00,395.00,-2.50,"66,846"
111/10/14,"59,841,064","24,714,069,328",414.50,416.00,409.00,412.00,+17.00,"54,666"
111/10/17,"45,038,159","17,954,868,983",400.00,403.50,396.00,397.00,-15.00,"66,589"
111/10/18,"41,304,834","16,675,510,801",406.50,407.00,399.50,407.00,+10.00,"30,538"
111/10/19,"48,655,069","19,398,261,013",404.00,405.00,395.50,395.50,-11.50,"68,211"
111/10/20,"63,202,035","24,682,371,387",391.00,397.50,386.00,397.50,+2.00,"76,430"
111/10/21,"38,968,511","15,297,273,710",395.50,398.50,389.50,389.50,-8.00,"64,043"
111/10/24,"48,691,083","18,995,017,699",395.00,397.50,387.00,387.00,-2.50,"58,612"
111/10/25,"81,173,913","30,515,958,539",380.00,382.50,371.00,371.00,-16.00,"155,200"
111/10/26,"61,440,878","23,045,141,097",370.50,379.00,370.00,376.00,+5.00,"46,073"
111/10/27,"47,160,778","18,190,840,150",384.50,389.00,382.50,385.50,+9.50,"37,777"
111/10/28,"44,691,746","16,923,109,361",379.50,382.00,375.00,379.50,-6.00,"48,116"
111/10/31,"40,598,928","15,721,543,079",386.00,390.00,381.00,390.00,+10.50,"32,816"
