日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
103/01/02,"15,133,724","1,578,860,796",105.00,105.50,103.50,104.50,-1.00,"4,136"
103/01/03,"41,160,529","4,220,062,918",103.00,103.00,102.00,102.50,-2.00,"8,524"
103/01/06,"23,729,719","2,432,745,661",102.00,103.00,102.00,102.50,0.00,"4,874"
103/01/07,"18,803,694","1,907,188,388",102.50,103.00,102.00,102.00,-0.50,"5,529"
103/01/08,"30,933,475","3,209,563,219",103.00,104.50,102.50,104.00,+2.00,"7,305"
103/01/09,"64,221,769","6,522,626,520",102.50,103.00,100.50,101.00,-3.00,"19,873"
103/01/10,"36,289,948","3,703,540,624",102.00,102.50,101.50,102.00,+1.00,"7,619"
103/01/13,"22,080,716","2,273,073,754",103.00,103.50,102.50,103.00,+1.00,"6,282"
103/01/14,"21,718,294","2,237,629,782",102.50,103.50,102.00,103.50,+0.50,"5,256"
103/01/15,"54,458,036","5,722,578,780",104.00,106.00,104.00,105.00,+1.50,"15,415"
103/01/16,"49,601,100","5,301,040,094",106.00,107.50,106.00,107.00,+2.00,"16,279"
103/01/17,"55,767,194","6,014,453,565",108.00,108.50,107.00,107.50,+0.50,"15,038"
103/01/20,"24,299,123","2,622,482,683",107.00,108.50,107.00,107.50,0.00,"8,533"
103/01/21,"25,121,036","2,695,028,292",108.50,108.50,106.00,106.50,-1.00,"6,334"
103/01/22,"28,726,849","3,065,077,343",106.00,107.50,106.00,107.50,+1.00,"7,549"
103/01/23,"28,308,805","3,055,374,935",108.50,108.50,107.50,107.50,0.00,"7,461"
103/01/24,"34,059,356","3,671,261,247",107.00,108.50,107.00,108.00,+0.50,"8,172"
103/01/27,"65,271,057","6,848,753,986",106.00,106.50,104.00,105.00,-3.00,"17,118"
