日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
102/03/01,"35,081,170","3,651,664,826",103.00,105.00,102.50,105.00,+0.50,"9,263"
102/03/04,"55,265,946","5,652,060,892",104.50,104.50,101.50,102.00,-3.00,"11,896"
102/03/05,"56,213,527","5,798,480,893",103.50,104.00,102.50,104.00,+2.00,"9,603"
102/03/06,"38,026,322","3,944,092,785",104.00,104.50,103.00,104.00,0.00,"6,844"
102/03/07,"20,783,572","2,150,594,416",103.50,104.00,103.00,103.00,-1.00,"6,812"
102/03/08,"46,036,003","4,753,123,583",103.00,104.50,102.00,103.50,+0.50,"8,598"
102/03/11,"36,093,271","3,706,837,142",102.00,104.00,102.00,102.00,-1.50,"9,071"
102/03/12,"30,064,912","3,075,447,024",102.00,103.00,101.50,102.50,+0.50,"6,294"
102/03/13,"57,955,306","6,009,069,324",102.50,105.00,102.00,104.50,+2.00,"9,978"
102/03/14,"33,067,465","3,435,727,588",104.00,104.50,103.00,104.00,-0.50,"7,022"
102/03/15,"35,632,988","3,696,617,211",105.00,105.00,103.00,103.00,-1.00,"6,030"
102/03/18,"44,188,807","4,472,705,507",102.00,102.00,100.50,100.50,-2.50,"11,128"
102/03/19,"50,765,167","5,104,261,200",101.00,101.50,99.60,100.00,-0.50,"11,099"
102/03/20,"64,024,225","6,344,606,455",99.50,99.50,98.80,98.80,-1.20,"13,861"
102/03/21,"58,467,748","5,799,884,434",98.80,100.50,98.70,98.70,-0.10,"13,448"
102/03/22,"44,937,030","4,420,118,840",98.60,99.10,98.00,98.00,-0.70,"12,072"
102/03/25,"25,469,505","2,540,453,602",99.90,100.50,99.20,99.50,+1.50,"7,606"
102/03/26,"27,220,058","2,698,733,342",99.20,99.40,98.80,99.00,-0.50,"8,019"
102/03/27,"29,969,023","2,992,059,750",99.00,100.50,98.80,100.50,+1.50,"7,304"
102/03/28,"29,558,310","2,945,126,900",100.00,100.50,99.30,100.00,-0.50,"7,232"
102/03/29,"19,003,253","1,907,250,000",100.00,101.00,99.80,100.50,+0.50,"5,024"
