日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
103/06/03,"40,522,053","4,915,125,996",120.00,122.50,120.00,122.50,+3.00,"10,640"
103/06/04,"33,486,050","4,136,552,150",123.50,124.00,123.00,123.50,+1.00,"8,162"
103/06/05,"19,558,349","2,397,329,714",123.00,123.50,121.50,123.00,-0.50,"4,842"
103/06/06,"19,282,324","2,364,596,528",123.50,123.50,122.00,122.50,-0.50,"4,910"
103/06/09,"19,730,824","2,424,539,886",122.50,123.50,122.50,123.00,+0.50,"5,157"
103/06/10,"26,661,384","3,298,134,327",123.00,124.50,122.50,124.50,+1.50,"6,557"
103/06/11,"27,990,426","3,479,529,424",124.00,125.00,123.50,125.00,+0.50,"6,589"
103/06/12,"22,300,962","2,755,883,265",124.00,124.00,123.00,123.50,-1.50,"5,812"
103/06/13,"17,197,521","2,117,623,583",123.00,123.50,122.50,123.00,-0.50,"4,424"
103/06/16,"13,737,288","1,691,353,424",122.50,124.00,122.50,124.00,+1.00,"5,010"
103/06/17,"20,568,681","2,557,854,737",124.00,125.00,123.00,125.00,+1.00,"6,971"
103/06/18,"38,103,408","4,778,941,290",125.00,126.50,124.00,125.50,+0.50,"8,642"
103/06/19,"25,211,563","3,163,386,515",124.50,126.00,124.50,126.00,+0.50,"5,043"
103/06/20,"31,589,978","3,951,298,152",126.50,127.00,124.00,124.50,-1.50,"5,267"
103/06/23,"25,147,462","3,108,562,826",125.00,125.50,123.00,123.00,-1.50,"6,320"
103/06/24,"36,234,466","4,451,530,440",123.00,123.50,122.00,123.00,0.00,"8,507"
103/06/25,"31,028,964","3,835,858,072",123.00,124.50,123.00,123.50,+0.50,"7,395"
103/06/26,"33,938,460","4,216,435,800",124.50,125.00,123.50,124.50,+1.00,"5,578"
103/06/27,"44,450,355","5,576,193,375",125.00,126.50,124.00,125.50,+1.00,"9,021"
103/06/30,"38,191,504","4,827,284,804",126.00,127.00,125.00,126.50,+1.00,"7,469"
