日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
103/11/03,"45,307,093","5,946,034,891",132.00,132.50,130.50,131.00,+0.50,"9,263"
103/11/04,"32,566,058","4,280,472,598",132.00,132.00,131.00,132.00,+1.00,"8,649"
103/11/05,"22,638,263","2,980,749,040",131.50,132.00,131.00,132.00,0.00,"6,894"
103/11/06,"28,559,948","3,771,103,320",132.50,132.50,131.50,132.00,0.00,"7,600"
103/11/07,"17,385,452","2,278,727,212",131.50,131.50,130.50,131.00,-1.00,"4,984"
103/11/10,"43,174,974","5,768,165,266",132.50,134.50,132.00,134.50,+3.50,"14,569"
103/11/11,"20,484,607","2,745,359,989",135.00,135.00,133.00,134.00,-0.50,"7,515"
103/11/12,"27,434,390","3,631,228,480",134.50,134.50,131.50,132.00,-2.00,"7,901"
103/11/13,"25,055,094","3,348,488,504",133.50,134.50,132.50,134.00,+2.00,"6,661"
103/11/14,"24,361,474","3,273,177,648",134.00,135.00,133.50,135.00,+1.00,"6,351"
103/11/17,"24,772,760","3,304,356,080",135.00,135.50,132.50,133.00,-2.00,"6,380"
103/11/18,"43,227,312","5,724,652,806",134.00,134.50,131.00,131.50,-1.50,"7,505"
103/11/19,"71,400,310","9,665,049,850",133.00,136.50,132.50,136.00,+4.50,"16,907"
103/11/20,"44,216,108","6,111,534,904",137.50,139.00,137.00,139.00,+3.00,"14,450"
103/11/21,"30,621,113","4,227,656,494",139.50,139.50,137.50,138.50,-0.50,"10,190"
103/11/24,"33,408,878","4,638,792,664",140.00,140.50,138.00,138.50,0.00,"9,025"
103/11/25,"42,940,855","5,962,095,805",138.50,140.00,138.50,139.00,+0.50,"9,531"
103/11/26,"23,201,396","3,216,868,544",138.50,139.00,138.00,139.00,0.00,"5,372"
103/11/27,"26,580,345","3,738,733,402",140.00,142.00,140.00,140.00,+1.00,"9,496"
103/11/28,"36,077,308","5,080,693,933",139.00,141.50,139.00,141.50,+1.50,"9,303"
