日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
102/02/01,"23,211,035","2,343,091,003",101.50,101.50,100.50,101.50,0.00,"7,596"
102/02/04,"35,257,079","3,618,099,182",102.00,103.00,102.00,103.00,+1.50,"10,873"
102/02/05,"17,896,471","1,832,150,196",103.00,103.00,101.50,103.00,0.00,"5,200"
102/02/06,"32,330,330","3,369,267,370",103.50,105.00,103.00,105.00,+2.00,"9,340"
102/02/18,"64,345,580","6,895,059,371",107.00,108.50,106.50,107.00,+2.00,"13,470"
102/02/19,"22,103,657","2,372,380,213",108.50,108.50,106.50,107.00,0.00,"6,114"
102/02/20,"41,921,556","4,558,604,798",108.50,109.50,108.00,109.00,+2.00,"10,171"
102/02/21,"30,551,806","3,287,642,271",108.50,108.50,107.00,107.00,-2.00,"7,485"
102/02/22,"39,577,666","4,188,440,636",106.00,106.50,105.00,105.50,-1.50,"10,313"
102/02/23,"10,174,533","1,083,855,709",106.50,107.50,106.00,107.00,+1.50,"3,022"
102/02/25,"37,216,683","3,938,987,715",106.50,107.00,105.00,105.00,-2.00,"8,564"
102/02/26,"38,498,610","4,006,611,594",103.50,105.00,102.50,103.50,-1.50,"9,572"
102/02/27,"81,358,059","8,385,327,394",102.00,104.50,101.00,104.50,+1.00,"13,654"
