日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
101/12/03,"44,060,536","4,311,338,915",98.30,98.60,96.80,97.90,-0.80,"12,502"
101/12/04,"43,075,268","4,147,396,261",96.90,97.20,95.30,96.60,-1.30,"13,639"
101/12/05,"60,542,922","5,812,102,471",94.60,97.10,94.60,96.90,+0.30,"15,177"
101/12/06,"33,501,484","3,236,359,575",96.60,96.90,96.10,96.60,-0.30,"9,439"
101/12/07,"37,114,121","3,636,255,890",97.10,98.50,97.10,98.10,+1.50,"11,574"
101/12/10,"30,865,940","2,996,197,439",97.90,98.00,96.50,96.50,-1.60,"8,883"
101/12/11,"40,668,489","3,972,651,022",97.30,98.30,96.70,98.30,+1.80,"12,010"
101/12/12,"42,272,408","4,143,972,704",98.30,98.50,97.20,98.40,+0.10,"10,100"
101/12/13,"45,585,236","4,499,194,209",98.30,99.40,97.90,99.20,+0.80,"11,536"
101/12/14,"34,112,762","3,352,051,425",98.20,98.60,97.50,98.40,-0.80,"9,201"
101/12/17,"46,715,917","4,526,485,549",96.40,97.70,96.20,97.00,-1.40,"12,256"
101/12/18,"35,430,802","3,409,270,783",95.00,96.70,95.00,96.70,-0.30,"10,534"
101/12/19,"27,889,579","2,701,305,036",96.70,97.30,96.20,97.30,+0.60,"8,341"
101/12/20,"35,517,115","3,409,134,340",96.10,96.90,95.10,96.00,-1.30,"10,738"
101/12/21,"34,754,207","3,303,552,359",95.10,96.50,94.60,94.80,-1.20,"10,874"
101/12/22,"8,384,951","803,332,094",95.70,96.20,95.00,95.70,+0.90,"3,112"
101/12/24,"17,215,850","1,646,053,359",96.00,96.40,95.10,95.20,-0.50,"5,291"
101/12/25,"16,006,069","1,543,165,588",96.00,97.30,95.60,96.50,+1.30,"5,358"
101/12/26,"12,055,449","1,164,163,504",96.50,97.30,96.00,96.00,-0.50,"5,045"
101/12/27,"24,204,700","2,319,460,051",96.20,96.70,95.50,95.60,-0.40,"5,925"
101/12/28,"25,705,388","2,483,313,883",96.80,97.00,95.90,97.00,+1.40,"7,825"
