日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
109/05/04,"72,252,861","21,341,931,218",294.50,296.50,294.00,295.00,-9.50,"37,736"
109/05/05,"23,988,405","7,104,774,785",296.50,298.00,295.00,295.50,+0.50,"13,569"
109/05/06,"35,704,479","10,524,838,077",294.50,296.00,292.50,296.00,+0.50,"16,046"
109/05/07,"28,017,198","8,321,170,642",294.50,299.00,294.50,297.50,+1.50,"13,149"
109/05/08,"35,613,893","10,619,091,212",300.00,300.00,296.00,297.50,0.00,"14,345"
109/05/11,"32,379,019","9,729,431,840",300.00,301.50,298.50,301.00,+3.50,"14,920"
109/05/12,"52,494,788","15,553,012,596",297.50,298.50,295.00,295.00,-6.00,"29,073"
109/05/13,"46,158,418","13,619,538,824",293.00,297.00,292.50,297.00,+2.00,"14,555"
109/05/14,"34,480,948","10,119,787,160",293.00,295.00,292.50,293.00,-4.00,"21,482"
109/05/15,"44,304,804","13,170,466,660",297.50,298.50,294.50,298.00,+5.00,"20,071"
109/05/18,"96,872,065","28,216,346,996",291.00,293.50,290.00,290.00,-8.00,"49,640"
109/05/19,"53,083,214","15,527,338,138",294.00,294.00,291.50,291.50,+1.50,"22,033"
109/05/20,"36,789,994","10,772,280,152",293.00,294.00,291.00,294.00,+2.50,"16,906"
109/05/21,"36,299,468","10,782,482,962",296.00,298.00,295.00,297.50,+3.50,"17,064"
109/05/22,"41,138,923","12,025,339,565",294.50,295.00,291.00,292.00,-5.50,"22,345"
109/05/25,"32,942,223","9,568,008,388",290.50,293.00,288.50,292.00,0.00,"14,585"
109/05/26,"35,817,481","10,609,868,646",295.00,297.50,293.50,295.50,+3.50,"19,524"
109/05/27,"23,375,959","6,932,934,823",297.00,298.00,295.50,296.50,+1.00,"11,244"
109/05/28,"32,395,568","9,575,118,830",298.50,298.50,293.00,294.00,-2.50,"13,208"
109/05/29,"96,611,181","28,172,174,547",292.00,292.50,290.00,292.00,-2.00,"21,037"
