日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
102/11/01,"10,870,454","1,190,799,986",110.50,110.50,108.50,109.50,0.00,"3,795"
102/11/04,"9,642,456","1,047,704,248",108.00,109.00,108.00,109.00,-0.50,"4,622"
102/11/05,"21,861,325","2,348,231,599",108.50,109.00,106.50,106.50,-2.50,"6,414"
102/11/06,"17,440,575","1,865,571,385",106.50,107.50,106.50,107.00,+0.50,"7,155"
102/11/07,"15,944,496","1,700,975,572",107.00,107.50,106.00,107.00,0.00,"5,026"
102/11/08,"31,481,367","3,333,228,352",105.00,106.50,105.00,106.00,-1.00,"7,421"
102/11/11,"21,491,766","2,253,064,518",105.00,106.00,104.50,104.50,-1.50,"8,709"
102/11/12,"31,992,852","3,363,418,490",106.00,106.00,104.50,105.00,+0.50,"6,868"
102/11/13,"26,708,973","2,772,020,219",105.00,105.00,103.00,103.00,-2.00,"8,182"
102/11/14,"29,933,608","3,113,410,393",104.00,104.50,103.50,103.50,+0.50,"7,251"
102/11/15,"19,904,673","2,068,729,812",103.50,104.50,103.50,104.00,+0.50,"5,083"
102/11/18,"25,297,464","2,641,543,756",104.50,105.00,104.00,104.00,0.00,"6,957"
102/11/19,"34,510,121","3,613,948,121",104.50,105.50,104.00,105.00,+1.00,"8,014"
102/11/20,"46,675,350","4,813,555,110",104.00,104.00,102.50,103.00,-2.00,"10,990"
102/11/21,"57,002,648","5,764,943,473",102.00,103.00,100.50,101.00,-2.00,"14,431"
102/11/22,"57,158,109","5,760,006,926",100.00,101.50,100.00,100.00,-1.00,"13,182"
102/11/25,"30,949,392","3,142,230,092",101.00,102.50,101.00,101.00,+1.00,"7,929"
102/11/26,"47,194,676","4,885,738,532",102.00,105.00,101.50,103.50,+2.50,"11,490"
102/11/27,"22,853,577","2,391,973,585",105.00,105.50,104.50,105.00,+1.50,"6,528"
102/11/28,"22,995,978","2,413,773,679",105.00,105.50,104.50,105.00,0.00,"6,169"
102/11/29,"34,465,306","3,609,926,445",104.50,105.00,104.00,105.00,0.00,"5,923"
