日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
105/07/01,"36,577,822","6,042,239,175",164.50,166.00,163.50,166.00,+3.50,"13,186"
105/07/04,"25,968,655","4,302,829,364",165.50,166.50,164.50,166.00,0.00,"9,484"
105/07/05,"16,422,882","2,697,844,648",165.00,165.50,164.00,164.00,-2.00,"6,930"
105/07/06,"35,100,107","5,661,722,124",163.00,163.00,160.50,161.50,-2.50,"12,026"
105/07/07,"24,442,273","4,009,459,272",163.50,165.00,163.00,164.50,+3.00,"9,726"
105/07/11,"53,434,920","9,066,254,650",170.00,170.50,168.50,170.00,+5.50,"14,951"
105/07/12,"42,128,936","7,177,356,520",171.00,171.50,169.50,171.00,+1.00,"15,021"
105/07/13,"51,719,990","8,708,079,977",169.50,170.00,167.00,168.50,-2.50,"17,109"
105/07/14,"36,131,819","6,094,183,541",167.00,170.00,167.00,169.00,+0.50,"12,414"
105/07/15,"41,822,109","7,039,081,421",168.00,169.50,166.50,169.50,+0.50,"13,283"
105/07/18,"24,774,059","4,188,965,471",168.00,170.00,168.00,169.50,0.00,"6,898"
105/07/19,"43,707,370","7,424,369,044",170.50,170.50,169.00,170.50,+1.00,"12,495"
105/07/20,"39,076,857","6,633,505,533",170.00,170.50,169.00,170.00,-0.50,"14,235"
105/07/21,"35,220,658","6,034,355,320",171.00,172.00,170.00,172.00,+2.00,"12,625"
105/07/22,"29,804,436","5,106,380,820",172.00,172.00,170.50,171.00,-1.00,"9,643"
105/07/25,"27,180,811","4,645,419,181",172.00,173.00,169.00,171.50,+0.50,"9,757"
105/07/26,"32,736,383","5,634,149,876",172.00,173.00,171.50,173.00,+1.50,"12,399"
105/07/27,"36,108,136","6,318,691,514",175.00,176.00,174.50,175.00,+2.00,"10,896"
105/07/28,"31,138,296","5,464,444,857",175.00,176.50,173.00,176.50,+1.50,"9,647"
105/07/29,"30,008,528","5,229,445,495",177.00,177.00,172.50,172.50,-4.00,"8,686"
