日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
104/09/01,"42,394,536","5,307,014,000",127.50,127.50,124.00,124.00,-5.00,"14,184"
104/09/02,"37,232,124","4,657,522,507",123.00,127.00,123.00,125.50,+1.50,"12,205"
104/09/03,"24,054,041","3,037,526,707",127.50,127.50,125.00,127.00,+1.50,"7,059"
104/09/04,"23,047,166","2,886,200,250",126.50,127.00,123.50,125.00,-2.00,"8,111"
104/09/07,"26,152,920","3,228,675,340",124.50,126.00,122.00,122.50,-2.50,"10,743"
104/09/08,"15,112,954","1,857,557,798",122.50,123.50,122.00,123.00,+0.50,"5,645"
104/09/09,"53,969,621","6,910,196,909",126.50,129.00,126.50,129.00,+6.00,"19,715"
104/09/10,"34,029,707","4,288,394,042",127.00,128.00,125.00,125.00,-4.00,"10,207"
104/09/11,"24,548,989","3,097,236,675",125.50,127.50,124.00,127.50,+2.50,"7,250"
104/09/14,"25,582,357","3,261,310,994",128.00,129.00,126.00,127.50,0.00,"8,062"
104/09/15,"22,223,400","2,806,493,840",127.50,128.00,125.50,126.00,-1.50,"7,271"
104/09/16,"44,137,380","5,691,421,260",128.00,130.00,127.50,129.50,+3.50,"14,052"
104/09/17,"52,529,479","6,868,009,789",130.50,131.50,130.00,131.00,+1.50,"16,702"
104/09/18,"32,590,064","4,261,707,884",129.50,131.50,129.00,131.50,+0.50,"7,572"
104/09/21,"35,271,713","4,552,208,310",130.00,130.00,128.50,129.50,-2.00,"7,636"
104/09/22,"18,378,270","2,374,696,906",130.00,130.00,128.50,129.00,-0.50,"6,249"
104/09/23,"35,523,040","4,465,469,498",127.00,127.50,124.50,124.50,-4.50,"15,209"
104/09/24,"44,708,932","5,671,247,864",127.00,128.00,125.50,127.00,+2.50,"12,056"
104/09/25,"24,688,657","3,121,881,939",127.00,127.50,125.00,127.00,0.00,"9,166"
104/09/30,"76,377,100","9,885,619,568",128.00,131.00,127.00,130.00,+3.00,"17,686"
