日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
101/09/03,"20,795,778","1,738,754,923",83.50,83.90,82.80,83.90,+0.60,"7,998"
101/09/04,"21,703,446","1,816,069,778",84.00,84.00,83.50,84.00,+0.10,"5,097"
101/09/05,"43,302,499","3,564,117,760",83.00,83.30,81.90,82.00,-2.00,"13,853"
101/09/06,"25,873,922","2,109,312,625",82.80,82.80,81.00,81.10,-0.90,"8,778"
101/09/07,"44,499,367","3,711,680,234",83.00,83.90,82.80,83.80,+2.70,"14,273"
101/09/10,"23,048,912","1,924,726,208",83.30,83.60,83.20,83.50,-0.30,"5,828"
101/09/11,"31,624,909","2,665,308,152",84.20,84.70,84.00,84.40,+0.90,"9,388"
101/09/12,"37,513,971","3,174,841,680",84.50,84.90,84.50,84.50,+0.10,"8,244"
101/09/13,"29,680,695","2,513,614,969",84.50,85.00,84.50,85.00,+0.50,"7,897"
101/09/14,"52,174,702","4,492,191,672",85.60,86.50,85.50,86.50,+1.50,"12,865"
101/09/17,"26,567,240","2,297,102,795",86.90,87.00,85.80,86.50,0.00,"6,630"
101/09/18,"35,898,109","3,083,460,532",86.50,86.50,85.40,85.70,-0.80,"8,269"
101/09/19,"43,594,231","3,729,692,605",85.90,86.40,85.10,86.00,+0.30,"8,737"
101/09/20,"26,839,673","2,290,803,782",86.00,86.00,85.10,85.30,-0.70,"6,121"
101/09/21,"51,084,876","4,388,915,179",86.00,86.50,85.30,85.70,+0.40,"8,974"
101/09/24,"30,360,921","2,603,852,706",85.70,86.40,85.10,86.10,+0.40,"7,142"
101/09/25,"35,919,223","3,087,035,563",85.80,86.20,85.70,85.90,-0.20,"6,836"
101/09/26,"36,962,277","3,169,378,957",85.40,86.40,85.00,86.40,+0.50,"8,102"
101/09/27,"55,641,705","4,843,917,168",86.80,87.80,86.20,87.60,+1.20,"13,494"
101/09/28,"70,929,037","6,323,798,528",88.60,89.80,88.50,89.80,+2.20,"15,770"
