日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
107/03/01,"43,847,984","10,669,194,561",244.00,245.00,242.00,243.00,-3.00,"11,589"
107/03/02,"35,289,170","8,453,712,014",240.00,241.00,238.50,240.00,-3.00,"10,440"
107/03/05,"27,337,846","6,607,367,732",242.50,243.00,240.50,241.50,+1.50,"9,321"
107/03/06,"36,945,780","9,155,812,210",245.50,250.00,245.50,250.00,+8.50,"13,977"
107/03/07,"30,391,219","7,525,601,638",248.00,248.50,246.00,247.00,-3.00,"10,521"
107/03/08,"20,645,694","5,172,732,531",249.50,251.50,249.00,249.50,+2.50,"8,817"
107/03/09,"22,887,063","5,723,277,170",250.00,251.00,248.50,250.50,+1.00,"7,050"
107/03/12,"25,100,615","6,370,529,728",252.00,255.00,251.50,254.00,+3.50,"10,550"
107/03/13,"34,264,883","8,816,553,606",255.50,259.00,255.00,259.00,+5.00,"11,700"
107/03/14,"24,254,838","6,220,805,864",256.50,257.50,255.50,257.00,-2.00,"8,518"
107/03/15,"19,396,493","4,965,546,715",258.00,258.00,255.00,255.00,-2.00,"5,945"
107/03/16,"62,989,326","15,930,805,360",253.00,256.00,249.50,255.00,0.00,"18,058"
107/03/19,"22,440,766","5,679,567,964",252.50,255.50,251.00,255.00,0.00,"9,888"
107/03/20,"22,335,151","5,640,426,203",253.00,254.00,251.50,253.00,-2.00,"9,334"
107/03/21,"32,977,737","8,325,162,114",255.00,255.00,251.00,252.50,-0.50,"11,575"
107/03/22,"27,000,718","6,797,045,014",254.50,254.50,249.50,251.50,-1.00,"10,475"
107/03/23,"52,974,390","12,994,667,867",245.00,247.00,244.00,245.00,-6.50,"20,513"
107/03/26,"39,487,945","9,582,954,454",241.50,244.50,241.50,243.50,-1.50,"11,404"
107/03/27,"31,100,260","7,732,298,021",248.00,251.00,247.00,251.00,+7.50,"11,698"
107/03/28,"29,924,411","7,349,468,217",247.50,248.00,244.00,245.00,-6.00,"13,041"
107/03/29,"36,427,345","8,888,435,870",243.00,247.00,242.50,244.00,-1.00,"12,832"
107/03/30,"16,996,346","4,212,690,462",247.50,249.50,246.00,246.00,+2.00,"7,578"
107/03/31,"3,603,912","893,664,176",247.50,249.00,246.50,247.50,+1.50,"2,409"
