日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
101/08/01,"43,525,027","3,474,791,160",80.10,80.50,79.40,80.00,-1.00,"9,580"
101/08/03,"47,301,469","3,765,617,992",79.50,80.10,79.20,79.80,-0.20,"9,990"
101/08/06,"58,469,961","4,737,484,734",80.90,81.50,80.70,80.90,+1.10,"12,119"
101/08/07,"40,186,900","3,260,023,131",81.30,81.40,80.70,81.40,+0.50,"8,912"
101/08/08,"40,138,071","3,253,977,846",81.90,81.90,80.10,80.50,-0.90,"8,995"
101/08/09,"54,299,876","4,445,413,032",81.30,82.30,81.30,82.30,+1.80,"14,094"
101/08/10,"30,075,236","2,459,026,452",82.30,82.40,81.20,82.00,-0.30,"7,652"
101/08/13,"30,295,284","2,512,605,986",83.80,83.80,82.50,82.70,+0.70,"9,611"
101/08/14,"33,337,141","2,775,745,803",83.00,83.80,82.80,83.20,+0.50,"9,361"
101/08/15,"27,500,957","2,278,935,990",83.70,83.70,82.50,83.00,-0.20,"6,642"
101/08/16,"28,242,616","2,345,531,231",83.00,83.40,82.50,82.90,-0.10,"6,616"
101/08/17,"30,136,410","2,483,333,420",83.00,83.20,82.00,82.00,-0.90,"9,434"
101/08/20,"26,037,426","2,141,030,713",82.70,82.70,81.90,82.40,+0.40,"6,050"
101/08/21,"36,886,310","3,079,579,747",82.70,83.90,82.70,83.60,+1.20,"8,798"
101/08/22,"33,635,298","2,769,711,952",83.10,83.40,81.90,82.40,-1.20,"9,547"
101/08/23,"22,367,001","1,845,923,956",82.40,82.80,82.20,82.70,+0.30,"4,794"
101/08/24,"25,494,308","2,092,454,556",82.30,82.30,81.70,82.00,-0.70,"5,553"
101/08/27,"25,735,159","2,135,558,123",82.90,83.50,82.40,83.00,+1.00,"7,117"
101/08/28,"32,428,911","2,674,090,877",82.30,83.40,82.00,82.40,-0.60,"5,990"
101/08/29,"18,467,775","1,527,786,731",82.60,83.00,82.10,82.70,+0.30,"4,953"
101/08/30,"46,031,832","3,815,781,144",82.30,83.20,82.30,82.70,0.00,"6,154"
101/08/31,"13,536,360","1,125,345,364",82.40,83.30,82.40,83.30,+0.60,"4,454"
