日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
103/08/01,"61,873,796","7,431,852,976",120.00,121.00,119.50,120.00,-1.00,"13,006"
103/08/04,"39,730,078","4,849,122,094",120.00,123.50,120.00,123.50,+3.50,"8,471"
103/08/05,"61,536,941","7,427,621,354",122.50,122.50,119.50,119.50,-4.00,"15,190"
103/08/06,"38,043,400","4,574,500,402",119.00,121.50,119.00,120.50,+1.00,"9,762"
103/08/07,"30,079,734","3,630,553,139",120.50,121.50,119.50,121.50,+1.00,"8,143"
103/08/08,"35,170,150","4,226,147,039",120.50,121.00,119.50,120.50,-1.00,"7,307"
103/08/11,"42,993,969","5,176,984,237",120.00,121.00,119.50,120.50,0.00,"10,623"
103/08/12,"32,278,863","3,916,887,825",121.00,122.00,120.50,121.50,+1.00,"7,524"
103/08/13,"39,837,469","4,865,692,921",121.00,123.50,120.50,122.50,+1.00,"8,735"
103/08/14,"32,955,917","4,076,947,208",123.50,124.00,123.00,124.00,+1.50,"9,499"
103/08/15,"19,189,066","2,379,577,684",124.50,125.00,123.00,124.00,0.00,"4,823"
103/08/18,"14,766,724","1,822,155,852",124.00,124.00,122.50,123.00,-1.00,"3,958"
103/08/19,"31,922,961","3,971,298,664",124.00,125.00,123.50,124.00,+1.00,"8,062"
103/08/20,"28,975,007","3,630,457,375",125.00,125.50,124.50,125.50,+1.50,"9,137"
103/08/21,"23,089,886","2,874,689,300",126.00,126.00,124.00,124.50,-1.00,"7,165"
103/08/22,"42,775,096","5,361,134,500",124.50,126.00,123.50,125.50,+1.00,"10,719"
103/08/25,"21,107,047","2,644,467,685",125.50,126.00,125.00,125.00,-0.50,"5,152"
103/08/26,"30,428,415","3,799,853,140",125.00,125.50,124.00,124.50,-0.50,"6,140"
103/08/27,"36,839,048","4,624,363,500",125.50,126.00,124.50,125.50,+1.00,"8,829"
103/08/28,"21,759,522","2,719,379,450",126.00,126.00,124.50,125.00,-0.50,"5,251"
103/08/29,"28,358,752","3,524,840,748",124.50,125.00,124.00,124.00,-1.00,"4,468"
